ano;codigo_municipio;municipio;uf;ibc;cobertura_pop_4g5g;densidade_smp;hhi_smp;densidade_scm;hhi_scm;adensamento_estacoes;fibra;cobertura_area_agricultavel
2023;3546801;Santa Isabel - SP;SP;69.37;98.2517;89.97;63.0;26.8;82.0;13.71;100.0;
2023;3546900;Santa Lúcia - SP;SP;62.7;99.3988;77.47;67.0;18.75;20.0;17.48;100.0;
2023;3547007;Santa Maria da Serra - SP;SP;68.2;98.3396;90.26;45.0;25.94;60.0;23.83;100.0;
2023;3547106;Santa Mercedes - SP;SP;67.14;98.2026;84.99;31.0;24.8;53.0;35.22;100.0;
2023;3547205;Santana da Ponte Pensa - SP;SP;72.17;96.5628;91.73;74.0;7.43;73.0;62.35;100.0;
2023;3547304;Santana de Parnaíba - SP;SP;70.26;100.0;90.35;81.0;24.69;87.0;9.86;100.0;
2023;3547403;Santa Rita d'Oeste - SP;SP;59.12;90.506;72.34;17.0;1.23;80.0;30.48;100.0;
2023;3547502;Santa Rita do Passa Quatro - SP;SP;69.3;98.2341;90.44;80.0;27.63;46.0;20.13;100.0;
2023;3547601;Santa Rosa de Viterbo - SP;SP;63.04;98.6376;80.18;36.0;19.33;74.0;6.23;100.0;
2023;3547650;Santa Salete - SP;SP;64.18;98.2072;67.79;58.0;6.61;82.0;37.98;100.0;
2023;3547700;Santo Anastácio - SP;SP;67.11;97.1531;82.14;83.0;28.42;59.0;8.12;100.0;
2023;3547809;Santo André - SP;SP;69.94;100.0;87.37;89.0;33.43;64.0;6.42;100.0;
2023;3547908;Santo Antônio da Alegria - SP;SP;72.39;82.9996;81.92;91.0;57.16;66.0;18.44;100.0;
2023;3548005;Santo Antônio de Posse - SP;SP;64.31;99.9628;90.25;65.0;16.98;30.0;9.86;100.0;
2023;3548054;Santo Antônio do Aracanguá - SP;SP;62.73;91.937;83.92;39.0;6.22;68.0;27.34;100.0;
2023;3548104;Santo Antônio do Jardim - SP;SP;63.22;99.9493;64.58;71.0;24.03;64.0;10.2;100.0;
2023;3548203;Santo Antônio do Pinhal - SP;SP;65.43;94.5159;90.16;72.0;6.82;48.0;29.2;100.0;
2023;3548302;Santo Expedito - SP;SP;68.22;99.259;85.7;42.0;28.3;59.0;27.77;100.0;
2023;3548401;Santópolis do Aguapeí - SP;SP;65.06;99.9872;83.47;49.0;13.35;55.0;26.71;100.0;
2023;3548500;Santos - SP;SP;74.14;99.7549;91.31;97.0;44.63;63.0;13.63;100.0;
2023;3548609;São Bento do Sapucaí - SP;SP;57.55;84.6836;65.14;44.0;24.43;39.0;8.91;100.0;
2023;3548708;São Bernardo do Campo - SP;SP;69.41;100.0;90.11;88.0;26.54;65.0;7.89;100.0;
2023;3548807;São Caetano do Sul - SP;SP;71.71;100.0;90.44;82.0;42.67;56.0;8.8;100.0;
2023;3548906;São Carlos - SP;SP;71.75;99.6418;90.28;80.0;38.91;71.0;9.32;100.0;
2023;3549003;São Francisco - SP;SP;62.29;98.6145;78.73;21.0;18.59;27.0;32.01;100.0;
2023;3549102;São João da Boa Vista - SP;SP;69.58;98.8469;86.4;76.0;36.23;67.0;6.98;100.0;
2023;3549201;São João das Duas Pontes - SP;SP;57.38;96.3569;61.15;31.0;21.88;21.0;16.14;100.0;
2023;3549250;São João de Iracema - SP;SP;60.65;96.8565;77.42;20.0;21.99;20.0;22.56;100.0;
2023;3549300;São João do Pau d'Alho - SP;SP;61.56;94.736;72.77;10.0;27.9;55.0;18.58;100.0;
2023;3549409;São Joaquim da Barra - SP;SP;70.04;99.7629;90.85;71.0;32.55;69.0;9.44;100.0;
2023;3549508;São José da Bela Vista - SP;SP;60.34;96.0839;72.07;34.0;12.89;80.0;8.19;100.0;
2023;3549607;São José do Barreiro - SP;SP;63.27;84.7058;76.73;40.0;17.63;84.0;27.02;100.0;
2023;3549706;São José do Rio Pardo - SP;SP;68.01;98.4874;85.76;72.0;29.34;68.0;7.58;100.0;
2023;3549805;São José do Rio Preto - SP;SP;72.6;100.0;90.8;93.0;35.6;82.0;8.45;100.0;
2023;3549904;São José dos Campos - SP;SP;72.33;99.7187;90.68;93.0;37.12;73.0;8.69;100.0;
2023;3549953;São Lourenço da Serra - SP;SP;68.68;99.3215;90.52;63.0;13.87;66.0;32.57;100.0;
2023;3550001;São Luís do Paraitinga - SP;SP;65.33;89.7354;88.97;65.0;2.07;79.0;32.23;100.0;
2023;3550100;São Manuel - SP;SP;69.6;99.3853;90.49;68.0;32.27;60.0;12.84;100.0;
2023;3550209;São Miguel Arcanjo - SP;SP;61.68;93.3554;86.3;21.0;13.27;73.0;9.75;100.0;
2023;3550308;São Paulo - SP;SP;72.01;99.9999;92.14;91.0;33.39;72.0;10.26;100.0;
2023;3550407;São Pedro - SP;SP;67.13;97.3873;89.59;60.0;18.49;83.0;10.89;100.0;
2023;3550506;São Pedro do Turvo - SP;SP;59.49;84.7447;72.01;44.0;9.51;65.0;23.09;100.0;
2023;3550605;São Roque - SP;SP;70.47;100.0;90.17;65.0;25.99;81.0;19.91;100.0;
2023;3550704;São Sebastião - SP;SP;76.22;99.7694;90.03;83.0;51.34;59.0;29.88;100.0;
2023;3550803;São Sebastião da Grama - SP;SP;57.91;85.4255;58.03;76.0;27.47;30.0;5.98;100.0;
2023;3550902;São Simão - SP;SP;69.51;95.8989;90.28;72.0;29.86;64.0;17.04;100.0;
2023;3551009;São Vicente - SP;SP;70.77;100.0;90.05;82.0;29.76;84.0;8.14;100.0;
2023;3551108;Sarapuí - SP;SP;59.86;96.6437;63.78;47.0;15.44;67.0;12.05;100.0;
2023;3551207;Sarutaiá - SP;SP;62.62;94.0052;71.51;13.0;27.25;70.0;22.49;100.0;
2023;3551306;Sebastianópolis do Sul - SP;SP;60.63;93.1926;78.79;36.0;1.47;79.0;19.96;100.0;
2023;3551405;Serra Azul - SP;SP;55.11;97.6433;48.8;62.0;7.39;55.0;6.54;100.0;
2023;3551504;Serrana - SP;SP;65.52;99.8712;86.96;72.0;24.73;39.0;5.22;100.0;
2023;3551603;Serra Negra - SP;SP;67.82;99.1333;84.71;55.0;21.6;79.0;20.9;100.0;
2023;3551702;Sertãozinho - SP;SP;69.86;99.9833;90.22;71.0;26.87;87.0;8.53;100.0;
2023;3551801;Sete Barras - SP;SP;59.24;88.0956;75.95;30.0;17.9;52.0;11.45;100.0;
2023;3551900;Severínia - SP;SP;66.24;99.3091;87.57;74.0;17.19;65.0;8.57;100.0;
2023;3552007;Silveiras - SP;SP;43.25;90.2513;72.7;32.0;18.2;72.0;33.66;0.0;
2023;3552106;Socorro - SP;SP;65.04;98.5457;86.86;59.0;13.12;66.0;14.01;100.0;
2023;3552205;Sorocaba - SP;SP;71.61;100.0;90.34;90.0;34.78;74.0;7.6;100.0;
2023;3552304;Sud Mennucci - SP;SP;60.84;95.5875;77.13;68.0;1.61;62.0;14.16;100.0;
2023;3552403;Sumaré - SP;SP;68.06;100.0;79.17;88.0;31.29;70.0;4.4;100.0;
2023;3552502;Suzano - SP;SP;67.17;100.0;81.54;85.0;20.06;82.0;6.23;100.0;
2023;3552551;Suzanápolis - SP;SP;55.17;82.1757;75.54;10.0;1.55;73.0;12.38;100.0;
2023;3552601;Tabapuã - SP;SP;62.55;98.0423;78.19;76.0;11.46;51.0;9.2;100.0;
2023;3552700;Tabatinga - SP;SP;64.69;98.2046;74.96;60.0;29.32;61.0;7.05;100.0;
2023;3552809;Taboão da Serra - SP;SP;68.33;100.0;84.18;89.0;25.58;76.0;4.64;100.0;
2023;3552908;Taciba - SP;SP;59.27;97.6283;73.94;22.0;16.67;18.0;23.29;100.0;
2023;3553005;Taguaí - SP;SP;61.68;90.8067;75.97;45.0;25.44;57.0;6.58;100.0;
2023;3553104;Taiaçu - SP;SP;63.8;99.5427;65.23;69.0;26.74;56.0;14.67;100.0;
2023;3553203;Taiúva - SP;SP;63.25;99.8258;69.59;72.0;16.52;59.0;15.9;100.0;
2023;3553302;Tambaú - SP;SP;64.99;98.0775;74.28;51.0;26.17;80.0;10.69;100.0;
2023;3553401;Tanabi - SP;SP;66.75;97.3328;90.64;77.0;9.62;81.0;13.19;100.0;
2023;3553500;Tapiraí - SP;SP;62.56;93.2613;76.58;42.0;20.14;63.0;15.63;100.0;
2023;3553609;Tapiratiba - SP;SP;62.33;91.8334;78.06;63.0;24.09;47.0;5.29;100.0;
2023;3553658;Taquaral - SP;SP;69.93;99.7957;86.96;73.0;20.29;50.0;39.76;100.0;
2023;3553708;Taquaritinga - SP;SP;66.84;99.9664;85.55;75.0;12.55;90.0;9.96;100.0;
2023;3553807;Taquarituba - SP;SP;58.96;91.6495;76.66;28.0;21.22;35.0;7.7;100.0;
2023;3553856;Taquarivaí - SP;SP;57.94;86.2613;68.58;45.0;13.89;62.0;9.09;100.0;
2023;3553906;Tarabai - SP;SP;63.95;97.4775;81.32;51.0;13.13;65.0;19.12;100.0;
2023;3553955;Tarumã - SP;SP;61.69;98.4811;81.25;38.0;10.0;74.0;7.0;100.0;
2023;3554003;Tatuí - SP;SP;70.43;99.7031;90.1;67.0;33.85;75.0;11.09;100.0;
2023;3554102;Taubaté - SP;SP;71.61;99.4807;90.21;83.0;32.45;82.0;11.73;100.0;
2023;3554201;Tejupá - SP;SP;67.36;97.5523;91.08;18.0;22.87;57.0;35.32;100.0;
2023;3554300;Teodoro Sampaio - SP;SP;61.98;87.4659;86.79;72.0;5.6;69.0;8.45;100.0;
2023;3554409;Terra Roxa - SP;SP;61.49;99.1283;76.63;53.0;19.0;26.0;13.17;100.0;
2023;3554508;Tietê - SP;SP;70.05;97.9946;90.2;69.0;30.98;75.0;13.27;100.0;
2023;3554607;Timburi - SP;SP;61.87;92.9331;72.98;4.0;28.02;56.0;25.36;100.0;
2023;3554656;Torre de Pedra - SP;SP;44.12;99.3933;90.21;25.0;13.23;58.0;20.36;0.0;
2023;3554706;Torrinha - SP;SP;66.71;96.8206;85.59;57.0;26.27;49.0;20.08;100.0;
2023;3554755;Trabiju - SP;SP;67.62;99.9822;84.87;25.0;17.14;55.0;49.52;100.0;
2023;3554805;Tremembé - SP;SP;62.74;99.9596;57.63;77.0;23.96;76.0;8.14;100.0;
2023;3554904;Três Fronteiras - SP;SP;62.72;98.9723;81.8;72.0;4.34;53.0;15.3;100.0;
2023;3554953;Tuiuti - SP;SP;65.55;100.0;78.04;50.0;15.63;82.0;21.51;100.0;
2023;3555000;Tupã - SP;SP;66.92;99.3822;87.19;34.0;27.17;87.0;8.14;100.0;
2023;3555109;Tupi Paulista - SP;SP;62.62;99.5302;77.41;35.0;22.55;56.0;9.19;100.0;
2023;3555208;Turiúba - SP;SP;62.48;98.2366;82.24;23.0;0.56;45.0;45.82;100.0;
2023;3555307;Turmalina - SP;SP;63.96;100.0;90.97;8.0;3.85;60.0;37.43;100.0;
2023;3555356;Ubarana - SP;SP;63.46;99.6007;79.5;75.0;20.57;8.0;19.41;100.0;
2023;3555406;Ubatuba - SP;SP;74.93;99.2021;90.04;77.0;47.86;73.0;21.73;100.0;
2023;3555505;Ubirajara - SP;SP;62.33;88.5018;77.52;57.0;18.43;58.0;16.23;100.0;
2023;3555604;Uchoa - SP;SP;67.47;98.2518;84.66;81.0;15.79;61.0;24.04;100.0;
2023;3555703;União Paulista - SP;SP;66.45;100.0;91.18;40.0;1.16;74.0;38.97;100.0;
2023;3555802;Urânia - SP;SP;63.51;98.3738;83.27;58.0;7.23;76.0;11.79;100.0;
2023;3555901;Uru - SP;SP;68.74;96.5349;85.23;14.0;19.74;62.0;60.06;100.0;
2023;3556008;Urupês - SP;SP;64.17;92.2463;81.83;89.0;26.52;27.0;7.58;100.0;
2023;3556107;Valentim Gentil - SP;SP;64.88;98.7679;90.39;84.0;1.71;73.0;8.86;100.0;
2023;3556206;Valinhos - SP;SP;71.85;100.0;90.18;82.0;37.7;69.0;11.54;100.0;
2023;3556305;Valparaíso - SP;SP;65.79;98.5369;79.15;73.0;17.99;83.0;9.45;100.0;
2023;3556354;Vargem - SP;SP;68.6;97.2191;90.13;64.0;24.04;79.0;13.87;100.0;
2023;3556404;Vargem Grande do Sul - SP;SP;66.43;99.5383;89.36;84.0;22.02;42.0;6.23;100.0;
2023;3556453;Vargem Grande Paulista - SP;SP;67.75;100.0;89.96;72.0;19.47;73.0;9.93;100.0;
2023;3556503;Várzea Paulista - SP;SP;66.46;100.0;82.47;72.0;17.81;88.0;6.3;100.0;
2023;3556602;Vera Cruz - SP;SP;63.6;97.9805;71.57;68.0;16.67;75.0;12.28;100.0;
2023;3556701;Vinhedo - SP;SP;71.96;100.0;90.43;84.0;37.2;70.0;11.68;100.0;
2023;3556800;Viradouro - SP;SP;62.95;99.5915;78.05;50.0;19.88;55.0;8.37;100.0;
2023;3556909;Vista Alegre do Alto - SP;SP;65.64;99.348;88.38;55.0;22.12;57.0;7.7;100.0;
2023;3556958;Vitória Brasil - SP;SP;58.53;100.0;86.53;9.0;0.18;0.0;34.82;100.0;
2023;3557006;Votorantim - SP;SP;69.11;99.9578;82.99;75.0;30.61;88.0;5.7;100.0;
2023;3557105;Votuporanga - SP;SP;65.28;99.2199;90.08;73.0;8.3;75.0;6.25;100.0;
2023;3557154;Zacarias - SP;SP;62.75;92.3045;85.28;8.0;12.96;65.0;30.94;100.0;
2023;3557204;Chavantes - SP;SP;63.11;98.2917;74.94;32.0;29.77;54.0;10.23;100.0;
2023;3557303;Estiva Gerbi - SP;SP;67.81;99.1751;90.39;75.0;19.22;66.0;12.91;100.0;
2023;4100103;Abatiá - PR;PR;58.84;93.767;73.34;42.0;5.94;57.0;14.38;100.0;
2023;4100202;Adrianópolis - PR;PR;59.08;72.8171;74.0;53.0;5.03;77.0;29.96;100.0;
2023;4100301;Agudos do Sul - PR;PR;66.52;98.4089;69.15;63.0;32.88;88.0;10.18;100.0;
2023;4100400;Almirante Tamandaré - PR;PR;61.52;99.8969;59.07;77.0;18.27;69.0;7.99;100.0;
2023;4100459;Altamira do Paraná - PR;PR;59.01;75.1893;90.27;12.0;6.16;57.0;29.0;100.0;
2023;4100509;Altônia - PR;PR;61.68;96.1104;69.02;55.0;23.43;58.0;7.78;100.0;
2023;4100608;Alto Paraná - PR;PR;61.82;91.1239;71.24;65.0;30.74;38.0;5.99;100.0;
2023;4100707;Alto Piquiri - PR;PR;60.87;97.427;76.26;67.0;0.29;54.0;19.27;100.0;
2023;4100806;Alvorada do Sul - PR;PR;60.16;78.7404;70.77;73.0;18.78;72.0;8.07;100.0;
2023;4100905;Amaporã - PR;PR;61.55;89.4396;76.39;90.0;1.81;64.0;17.49;100.0;
2023;4101002;Ampére - PR;PR;58.56;94.4819;51.38;79.0;26.38;38.0;5.31;100.0;
2023;4101051;Anahy - PR;PR;42.62;99.9938;71.72;48.0;14.6;59.0;21.41;0.0;
2023;4101101;Andirá - PR;PR;65.65;94.2649;77.05;86.0;22.36;82.0;5.24;100.0;
2023;4101150;Ângulo - PR;PR;64.79;99.4367;64.77;44.0;29.38;81.0;19.31;100.0;
2023;4101200;Antonina - PR;PR;62.58;93.1627;70.43;85.0;19.82;40.0;16.12;100.0;
2023;4101309;Antônio Olinto - PR;PR;55.92;70.9219;66.19;64.0;1.76;73.0;20.77;100.0;
2023;4101408;Apucarana - PR;PR;70.12;99.0685;90.03;68.0;29.24;83.0;12.16;100.0;
2023;4101507;Arapongas - PR;PR;68.81;99.3249;86.65;77.0;22.76;90.0;8.22;100.0;
2023;4101606;Arapoti - PR;PR;61.2;93.195;76.21;46.0;18.12;67.0;4.85;100.0;
2023;4101655;Arapuã - PR;PR;39.62;86.1638;90.62;6.0;0.82;82.0;17.71;0.0;
2023;4101705;Araruna - PR;PR;62.14;90.5692;72.35;71.0;18.24;72.0;7.19;100.0;
2023;4101804;Araucária - PR;PR;70.39;99.7109;89.92;77.0;24.41;93.0;11.81;100.0;
2023;4101853;Ariranha do Ivaí - PR;PR;37.6;81.3835;85.35;11.0;7.64;33.0;26.82;0.0;
2023;4101903;Assaí - PR;PR;63.39;88.9173;81.53;86.0;8.98;82.0;7.55;100.0;
2023;4102000;Assis Chateaubriand - PR;PR;59.14;81.0612;73.64;63.0;13.05;70.0;6.79;100.0;
2023;4102109;Astorga - PR;PR;63.23;99.1944;76.52;33.0;29.17;54.0;8.17;100.0;
2023;4102208;Atalaia - PR;PR;41.46;99.1876;70.08;41.0;19.42;63.0;10.46;0.0;
2023;4102307;Balsa Nova - PR;PR;68.04;96.4215;90.48;82.0;16.88;65.0;18.66;100.0;
2023;4102406;Bandeirantes - PR;PR;67.43;97.0012;79.77;85.0;30.7;68.0;5.99;100.0;
2023;4102505;Barbosa Ferraz - PR;PR;55.91;77.324;60.45;74.0;16.77;40.0;9.65;100.0;
2023;4102604;Barracão - PR;PR;57.27;81.1709;67.55;15.0;23.96;78.0;4.27;100.0;
2023;4102703;Barra do Jacaré - PR;PR;59.15;96.2269;72.56;24.0;13.7;51.0;14.8;100.0;
2023;4102752;Bela Vista da Caroba - PR;PR;53.7;87.6669;50.25;52.0;4.88;53.0;15.5;100.0;
2023;4102802;Bela Vista do Paraíso - PR;PR;58.48;97.1649;62.8;78.0;11.82;40.0;5.62;100.0;
2023;4102901;Bituruna - PR;PR;54.46;65.3984;74.93;30.0;10.47;68.0;9.38;100.0;
2023;4103008;Boa Esperança - PR;PR;55.4;78.3404;78.56;18.0;6.25;32.0;22.84;100.0;
2023;4103024;Boa Esperança do Iguaçu - PR;PR;60.68;93.4218;75.12;69.0;12.81;11.0;25.45;100.0;
2023;4103040;Boa Ventura de São Roque - PR;PR;29.94;56.5394;62.99;37.0;1.13;77.0;9.8;0.0;
2023;4103057;Boa Vista da Aparecida - PR;PR;62.41;90.4025;82.76;74.0;7.07;63.0;13.14;100.0;
2023;4103107;Bocaiúva do Sul - PR;PR;57.0;82.028;54.88;73.0;7.98;99.0;6.27;100.0;
2023;4103156;Bom Jesus do Sul - PR;PR;63.49;95.1419;62.38;68.0;14.72;75.0;31.39;100.0;
2023;4103206;Bom Sucesso - PR;PR;61.03;92.55;72.18;70.0;8.98;60.0;15.82;100.0;
2023;4103222;Bom Sucesso do Sul - PR;PR;54.55;77.2424;56.58;68.0;0.84;79.0;13.01;100.0;
2023;4103305;Borrazópolis - PR;PR;60.5;91.4922;79.17;42.0;7.96;69.0;13.46;100.0;
2023;4103354;Braganey - PR;PR;43.11;92.0389;71.92;83.0;12.35;61.0;21.45;0.0;
2023;4103370;Brasilândia do Sul - PR;PR;56.48;80.865;62.44;75.0;5.38;28.0;28.08;100.0;
2023;4103404;Cafeara - PR;PR;68.42;99.6557;90.73;25.0;23.09;70.0;31.71;100.0;
2023;4103453;Cafelândia - PR;PR;65.16;93.0801;85.22;50.0;26.06;75.0;5.48;100.0;
2023;4103479;Cafezal do Sul - PR;PR;60.25;86.4922;63.67;73.0;14.91;64.0;18.62;100.0;
2023;4103503;Califórnia - PR;PR;63.15;94.8534;78.01;64.0;11.12;79.0;11.95;100.0;
2023;4103602;Cambará - PR;PR;63.95;98.1132;74.2;71.0;21.92;68.0;5.38;100.0;
2023;4103701;Cambé - PR;PR;65.82;99.4777;66.12;88.0;27.76;87.0;4.27;100.0;
2023;4103800;Cambira - PR;PR;58.77;89.4539;76.03;59.0;7.94;49.0;8.81;100.0;
2023;4103909;Campina da Lagoa - PR;PR;56.66;89.5447;47.51;74.0;16.01;65.0;7.95;100.0;
2023;4103958;Campina do Simão - PR;PR;57.07;68.4444;82.12;16.0;4.35;76.0;26.45;100.0;
2023;4104006;Campina Grande do Sul - PR;PR;69.36;99.2632;84.34;89.0;15.07;100.0;17.43;100.0;
2023;4104055;Campo Bonito - PR;PR;59.58;87.7946;63.13;61.0;12.38;32.0;36.2;100.0;
2023;4104105;Campo do Tenente - PR;PR;62.36;93.3564;72.19;86.0;6.44;76.0;13.87;100.0;
2023;4104204;Campo Largo - PR;PR;66.22;93.9738;80.46;81.0;18.12;88.0;10.54;100.0;
2023;4104253;Campo Magro - PR;PR;57.15;91.3419;43.38;84.0;15.69;74.0;6.97;100.0;
2023;4104303;Campo Mourão - PR;PR;68.51;98.9891;89.86;66.0;26.6;79.0;6.7;100.0;
2023;4104402;Cândido de Abreu - PR;PR;48.49;52.1302;56.07;31.0;5.62;80.0;9.56;100.0;
2023;4104428;Candói - PR;PR;53.47;60.3247;49.49;77.0;16.31;81.0;9.74;100.0;
2023;4104451;Cantagalo - PR;PR;57.27;86.4343;63.01;69.0;18.16;26.0;11.43;100.0;
2023;4104501;Capanema - PR;PR;57.61;82.6966;67.31;56.0;11.77;71.0;7.12;100.0;
2023;4104600;Capitão Leônidas Marques - PR;PR;57.53;96.2325;53.99;59.0;19.49;45.0;7.11;100.0;
2023;4104659;Carambeí - PR;PR;63.88;95.711;72.55;81.0;24.69;56.0;7.16;100.0;
2023;4104709;Carlópolis - PR;PR;63.36;88.7846;80.36;81.0;18.54;58.0;8.62;100.0;
2023;4104808;Cascavel - PR;PR;71.65;97.9978;90.11;74.0;35.42;92.0;8.86;100.0;
2023;4104907;Castro - PR;PR;64.54;86.7725;83.95;60.0;17.81;93.0;9.41;100.0;
2023;4105003;Catanduvas - PR;PR;55.02;76.5359;48.78;81.0;16.11;59.0;9.97;100.0;
2023;4105102;Centenário do Sul - PR;PR;63.44;92.4684;69.93;84.0;18.87;85.0;5.77;100.0;
2023;4105201;Cerro Azul - PR;PR;48.93;57.3907;52.41;43.0;7.04;72.0;7.74;100.0;
2023;4105300;Céu Azul - PR;PR;65.16;95.3595;76.4;70.0;28.88;59.0;9.39;100.0;
2023;4105409;Chopinzinho - PR;PR;59.15;80.85;74.02;51.0;19.83;58.0;7.9;100.0;
2023;4105508;Cianorte - PR;PR;69.1;97.8635;88.1;83.0;23.62;84.0;9.43;100.0;
2023;4105607;Cidade Gaúcha - PR;PR;60.61;96.3071;74.28;55.0;26.24;11.0;9.08;100.0;
2023;4105706;Clevelândia - PR;PR;59.85;90.3967;74.16;60.0;23.62;27.0;5.53;100.0;
2023;4105805;Colombo - PR;PR;69.09;99.9487;89.79;78.0;28.98;61.0;8.97;100.0;
2023;4105904;Colorado - PR;PR;67.54;98.6414;80.85;48.0;31.61;89.0;9.1;100.0;
2023;4106001;Congonhinhas - PR;PR;55.61;72.99;51.88;72.0;14.54;78.0;12.52;100.0;
2023;4106100;Conselheiro Mairinck - PR;PR;67.87;96.454;86.26;71.0;18.34;58.0;30.09;100.0;
2023;4106209;Contenda - PR;PR;63.26;97.3022;68.15;79.0;17.91;78.0;7.62;100.0;
2023;4106308;Corbélia - PR;PR;67.02;95.1943;80.87;77.0;29.06;71.0;8.34;100.0;
2023;4106407;Cornélio Procópio - PR;PR;70.23;98.2635;90.19;82.0;32.44;70.0;8.29;100.0;
2023;4106456;Coronel Domingos Soares - PR;PR;22.94;31.1778;46.92;45.0;11.61;40.0;11.06;0.0;
2023;4106506;Coronel Vivida - PR;PR;58.21;86.565;55.6;82.0;19.15;61.0;5.36;100.0;
2023;4106555;Corumbataí do Sul - PR;PR;40.57;97.6888;90.37;9.0;14.35;11.0;22.15;0.0;
2023;4106571;Cruzeiro do Iguaçu - PR;PR;42.01;94.9164;85.76;54.0;0.37;71.0;15.12;0.0;
2023;4106605;Cruzeiro do Oeste - PR;PR;59.21;93.095;64.87;59.0;17.72;58.0;5.24;100.0;
2023;4106704;Cruzeiro do Sul - PR;PR;57.28;92.1946;65.26;15.0;11.97;81.0;9.27;100.0;
2023;4106803;Cruz Machado - PR;PR;44.19;32.9644;49.22;60.0;8.29;50.0;7.82;100.0;
2023;4106852;Cruzmaltina - PR;PR;40.12;0.0;56.61;7.0;7.95;77.0;21.68;100.0;
2023;4106902;Curitiba - PR;PR;74.38;100.0;90.81;89.0;39.48;86.0;16.21;100.0;
2023;4107009;Curiúva - PR;PR;57.86;77.6707;59.38;75.0;19.47;73.0;6.1;100.0;
2023;4107108;Diamante do Norte - PR;PR;65.29;98.6668;89.83;69.0;8.92;50.0;20.25;100.0;
2023;4107124;Diamante do Sul - PR;PR;67.71;89.8318;91.47;29.0;10.24;76.0;52.54;100.0;
2023;4107157;Diamante D'Oeste - PR;PR;73.63;80.6843;90.8;65.0;62.34;56.0;27.42;100.0;
2023;4107207;Dois Vizinhos - PR;PR;63.64;93.7567;77.88;72.0;27.88;46.0;4.18;100.0;
2023;4107256;Douradina - PR;PR;60.74;85.3342;71.14;70.0;17.43;72.0;6.82;100.0;
2023;4107306;Doutor Camargo - PR;PR;66.72;99.2592;78.69;63.0;25.78;68.0;16.46;100.0;
2023;4107405;Enéas Marques - PR;PR;61.93;83.0409;74.74;53.0;21.51;61.0;20.83;100.0;
2023;4107504;Engenheiro Beltrão - PR;PR;64.4;93.111;72.77;69.0;20.13;84.0;13.38;100.0;
2023;4107520;Esperança Nova - PR;PR;42.59;97.9856;73.28;68.0;24.24;6.0;22.53;0.0;
2023;4107538;Entre Rios do Oeste - PR;PR;67.94;91.8688;90.32;64.0;31.32;60.0;13.66;100.0;
2023;4107546;Espigão Alto do Iguaçu - PR;PR;54.36;51.4486;90.89;21.0;10.64;37.0;21.71;100.0;
2023;4107553;Farol - PR;PR;59.12;88.6234;68.34;36.0;0.42;73.0;34.26;100.0;
2023;4107603;Faxinal - PR;PR;61.42;89.5764;77.54;56.0;12.49;78.0;7.62;100.0;
2023;4107652;Fazenda Rio Grande - PR;PR;65.01;99.9477;75.34;88.0;16.89;80.0;3.22;100.0;
2023;4107702;Fênix - PR;PR;64.24;94.7402;76.57;23.0;24.69;75.0;23.18;100.0;
2023;4107736;Fernandes Pinheiro - PR;PR;57.98;69.0165;75.71;31.0;11.95;85.0;19.98;100.0;
2023;4107751;Figueira - PR;PR;62.48;94.2261;74.75;82.0;7.89;75.0;10.33;100.0;
2023;4107801;Floraí - PR;PR;60.37;90.1012;90.28;17.0;7.42;53.0;17.38;100.0;
2023;4107850;Flor da Serra do Sul - PR;PR;42.78;62.5187;90.63;67.0;19.49;69.0;23.86;0.0;
2023;4107900;Floresta - PR;PR;65.44;99.6877;74.06;89.0;15.02;83.0;9.96;100.0;
2023;4108007;Florestópolis - PR;PR;62.55;98.4182;81.88;64.0;15.54;46.0;5.46;100.0;
2023;4108106;Flórida - PR;PR;42.75;99.9591;62.24;25.0;29.12;81.0;15.71;0.0;
2023;4108205;Formosa do Oeste - PR;PR;59.43;88.4173;69.48;74.0;14.4;44.0;10.91;100.0;
2023;4108304;Foz do Iguaçu - PR;PR;72.02;99.8254;89.78;83.0;32.77;92.0;9.85;100.0;
2023;4108320;Francisco Alves - PR;PR;54.32;79.5102;79.62;22.0;1.26;41.0;12.83;100.0;
2023;4108403;Francisco Beltrão - PR;PR;68.61;92.8227;84.74;88.0;30.36;87.0;3.45;100.0;
2023;4108452;Foz do Jordão - PR;PR;64.91;99.3842;90.64;40.0;0.89;82.0;25.37;100.0;
2023;4108502;General Carneiro - PR;PR;57.58;83.8648;66.22;73.0;13.15;27.0;16.94;100.0;
2023;4108551;Godoy Moreira - PR;PR;55.23;92.3959;78.27;11.0;4.36;22.0;13.99;100.0;
2023;4108601;Goioerê - PR;PR;61.75;98.9066;64.53;56.0;21.54;76.0;5.13;100.0;
2023;4108650;Goioxim - PR;PR;29.89;53.453;59.0;73.0;1.23;63.0;9.51;0.0;
2023;4108700;Grandes Rios - PR;PR;57.98;59.2995;86.12;49.0;8.99;74.0;18.46;100.0;
2023;4108809;Guaíra - PR;PR;64.09;94.3477;84.65;81.0;10.73;64.0;9.73;100.0;
2023;4108908;Guairaçá - PR;PR;40.15;89.8481;70.97;61.0;7.0;72.0;15.91;0.0;
2023;4108957;Guamiranga - PR;PR;63.79;90.5444;90.19;70.0;6.79;68.0;13.25;100.0;
2023;4109005;Guapirama - PR;PR;56.09;91.05;50.19;47.0;9.06;80.0;13.51;100.0;
